design	study_primary	study_secondary	summary_error	summary_interval	variants	correlation	standard_error	interval_95	confidence_95_range	probability	confidence_95_low	confidence_95_high	confidence_95_not_one	confidence_95_not_zero	correlation_absolute	cohort	model	phenotype_secondary
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	-0.0054 (0.0971)	(rg: -0.0054; 95% CI: -0.1957 ... 0.1849)	1172907.0	-0.0054	0.0971	0.190316	-0.1957 ... 0.1849	0.956	-0.195716	0.18491600000000002	1.0	0.0	0.0054	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	-0.0618 (0.0923)	(rg: -0.0618; 95% CI: -0.2427 ... 0.1191)	1172907.0	-0.0618	0.0923	0.18090799999999999	-0.2427 ... 0.1191	0.5031	-0.24270799999999998	0.11910799999999999	1.0	0.0	0.0618	male_age_low	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	-0.0046 (0.087)	(rg: -0.0046; 95% CI: -0.1751 ... 0.1659)	1172907.0	-0.0046	0.087	0.17051999999999998	-0.1751 ... 0.1659	0.958	-0.17511999999999997	0.16591999999999998	1.0	0.0	0.0046	male_age_middle	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	-0.0428 (0.0781)	(rg: -0.0428; 95% CI: -0.1959 ... 0.1103)	1172907.0	-0.0428	0.0781	0.153076	-0.1959 ... 0.1103	0.5838	-0.195876	0.11027599999999999	1.0	0.0	0.0428	male_age_middle	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_joint_1_oestradiol_bioavailable_imputation_log	-0.0215 (0.0517)	(rg: -0.0215; 95% CI: -0.1228 ... 0.0798)	1172907.0	-0.0215	0.0517	0.101332	-0.1228 ... 0.0798	0.6766	-0.122832	0.07983200000000001	1.0	0.0	0.0215	male	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30643251_liu_2019_alcohol_no_ukb	male_unadjust_oestradiol_bioavailable_imputation_log	-0.0465 (0.0491)	(rg: -0.0465; 95% CI: -0.1427 ... 0.0497)	1172907.0	-0.0465	0.0491	0.09623599999999999	-0.1427 ... 0.0497	0.3435	-0.14273599999999997	0.04973599999999999	1.0	0.0	0.0465	male	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_joint_1_oestradiol_bioavailable_imputation_log	-0.0159 (0.0444)	(rg: -0.0159; 95% CI: -0.1029 ... 0.0711)	1160229.0	-0.0159	0.0444	0.087024	-0.1029 ... 0.0711	0.72	-0.102924	0.071124	1.0	0.0	0.0159	female	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	0.1521 (0.1644)	(rg: 0.1521; 95% CI: -0.1701 ... 0.4743)	1160230.0	0.1521	0.1644	0.32222399999999995	-0.1701 ... 0.4743	0.3549	-0.17012399999999994	0.47432399999999997	1.0	0.0	0.1521	female_menstruation_regular	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_menstruation_regular_unadjust_oestradiol_bioavailable_imputation_log	0.0878 (0.134)	(rg: 0.0878; 95% CI: -0.1748 ... 0.3504)	1160230.0	0.0878	0.134	0.26264	-0.1748 ... 0.3504	0.512	-0.17484	0.35044	1.0	0.0	0.0878	female_menstruation_regular	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0208 (0.0876)	(rg: -0.0208; 95% CI: -0.1925 ... 0.1509)	1160229.0	-0.0208	0.0876	0.171696	-0.1925 ... 0.1509	0.8123	-0.192496	0.15089599999999997	1.0	0.0	0.0208	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0556 (0.0906)	(rg: -0.0556; 95% CI: -0.2332 ... 0.122)	1160229.0	-0.0556	0.0906	0.17757599999999998	-0.2332 ... 0.122	0.5396	-0.233176	0.12197599999999999	1.0	0.0	0.0556	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0324 (0.0298)	(rg: -0.0324; 95% CI: -0.0908 ... 0.026)	1160229.0	-0.0324	0.0298	0.058408	-0.0908 ... 0.026	0.2778	-0.090808	0.026008000000000003	1.0	0.0	0.0324	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	0.097 (0.0314)	(rg: 0.097; 95% CI: 0.0355 ... 0.1585)	1160229.0	0.097	0.0314	0.061543999999999995	0.0355 ... 0.1585	0.002	0.03545600000000001	0.158544	1.0	1.0	0.097	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	0.0966 (0.1355)	(rg: 0.0966; 95% CI: -0.169 ... 0.3622)	1160230.0	0.0966	0.1355	0.26558000000000004	-0.169 ... 0.3622	0.476	-0.16898000000000002	0.36218000000000006	1.0	0.0	0.0966	female_premenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	0.086 (0.1264)	(rg: 0.086; 95% CI: -0.1617 ... 0.3337)	1160230.0	0.086	0.1264	0.24774400000000002	-0.1617 ... 0.3337	0.4963	-0.16174400000000003	0.33374400000000004	1.0	0.0	0.086	female_premenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	female_unadjust_oestradiol_bioavailable_imputation_log	0.0689 (0.043)	(rg: 0.0689; 95% CI: -0.0154 ... 0.1532)	1160229.0	0.0689	0.043	0.08428	-0.0154 ... 0.1532	0.1095	-0.015379999999999991	0.15317999999999998	1.0	0.0	0.0689	female	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	-0.1068 (0.0547)	(rg: -0.1068; 95% CI: -0.214 ... 0.0004)	1160229.0	-0.1068	0.0547	0.107212	-0.214 ... 0.0004	0.0509	-0.214012	0.0004119999999999957	1.0	0.0	0.1068	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	-0.0463 (0.0539)	(rg: -0.0463; 95% CI: -0.1519 ... 0.0593)	1160229.0	-0.0463	0.0539	0.105644	-0.1519 ... 0.0593	0.3903	-0.151944	0.059344	1.0	0.0	0.0463	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	-0.1249 (0.0654)	(rg: -0.1249; 95% CI: -0.2531 ... 0.0033)	1160229.0	-0.1249	0.0654	0.128184	-0.2531 ... 0.0033	0.056	-0.253084	0.0032839999999999953	1.0	0.0	0.1249	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	-0.0527 (0.0612)	(rg: -0.0527; 95% CI: -0.1727 ... 0.0673)	1160229.0	-0.0527	0.0612	0.11995199999999999	-0.1727 ... 0.0673	0.3884	-0.17265199999999997	0.06725199999999999	1.0	0.0	0.0527	male_age_low	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	-0.0537 (0.054)	(rg: -0.0537; 95% CI: -0.1595 ... 0.0521)	1160229.0	-0.0537	0.054	0.10584	-0.1595 ... 0.0521	0.3205	-0.15954000000000002	0.052140000000000006	1.0	0.0	0.0537	male_age_middle	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	-0.0004 (0.0503)	(rg: -0.0004; 95% CI: -0.099 ... 0.0982)	1160229.0	-0.0004	0.0503	0.098588	-0.099 ... 0.0982	0.9936	-0.09898799999999999	0.098188	1.0	0.0	0.0004	male_age_middle	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_joint_1_oestradiol_bioavailable_imputation_log	-0.0921 (0.0326)	(rg: -0.0921; 95% CI: -0.156 ... -0.0282)	1160229.0	-0.0921	0.0326	0.063896	-0.156 ... -0.0282	0.0047	-0.155996	-0.028204000000000007	1.0	1.0	0.0921	male	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	30718901_howard_2019	male_unadjust_oestradiol_bioavailable_imputation_log	-0.023 (0.0331)	(rg: -0.023; 95% CI: -0.0879 ... 0.0419)	1160229.0	-0.023	0.0331	0.06487599999999999	-0.0879 ... 0.0419	0.4885	-0.08787599999999998	0.04187599999999999	1.0	0.0	0.023	male	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_joint_1_oestradiol_bioavailable_imputation_log	-0.0374 (0.0453)	(rg: -0.0374; 95% CI: -0.1262 ... 0.0514)	1137118.0	-0.0374	0.0453	0.08878799999999999	-0.1262 ... 0.0514	0.4087	-0.126188	0.05138799999999999	1.0	0.0	0.0374	female	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	0.0633 (0.1303)	(rg: 0.0633; 95% CI: -0.1921 ... 0.3187)	1137119.0	0.0633	0.1303	0.255388	-0.1921 ... 0.3187	0.6269	-0.192088	0.31868799999999997	1.0	0.0	0.0633	female_menstruation_regular	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_menstruation_regular_unadjust_oestradiol_bioavailable_imputation_log	0.0647 (0.1218)	(rg: 0.0647; 95% CI: -0.174 ... 0.3034)	1137119.0	0.0647	0.1218	0.238728	-0.174 ... 0.3034	0.5957	-0.17402800000000002	0.303428	1.0	0.0	0.0647	female_menstruation_regular	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0616 (0.093)	(rg: -0.0616; 95% CI: -0.2439 ... 0.1207)	1137118.0	-0.0616	0.093	0.18228	-0.2439 ... 0.1207	0.5077	-0.24387999999999999	0.12068	1.0	0.0	0.0616	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0825 (0.0925)	(rg: -0.0825; 95% CI: -0.2638 ... 0.0988)	1137118.0	-0.0825	0.0925	0.1813	-0.2638 ... 0.0988	0.3724	-0.2638	0.09879999999999999	1.0	0.0	0.0825	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0707 (0.0329)	(rg: -0.0707; 95% CI: -0.1352 ... -0.0062)	1137118.0	-0.0707	0.0329	0.064484	-0.1352 ... -0.0062	0.0316	-0.135184	-0.006215999999999999	1.0	1.0	0.0707	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0272 (0.0346)	(rg: -0.0272; 95% CI: -0.095 ... 0.0406)	1137118.0	-0.0272	0.0346	0.067816	-0.095 ... 0.0406	0.4314	-0.095016	0.040616	1.0	0.0	0.0272	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	0.0693 (0.1216)	(rg: 0.0693; 95% CI: -0.169 ... 0.3076)	1137119.0	0.0693	0.1216	0.238336	-0.169 ... 0.3076	0.5688	-0.169036	0.307636	1.0	0.0	0.0693	female_premenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	0.1618 (0.1376)	(rg: 0.1618; 95% CI: -0.1079 ... 0.4315)	1137119.0	0.1618	0.1376	0.269696	-0.1079 ... 0.4315	0.2396	-0.10789599999999999	0.431496	1.0	0.0	0.1618	female_premenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	female_unadjust_oestradiol_bioavailable_imputation_log	-0.0381 (0.0434)	(rg: -0.0381; 95% CI: -0.1232 ... 0.047)	1137118.0	-0.0381	0.0434	0.085064	-0.1232 ... 0.047	0.38	-0.123164	0.046964	1.0	0.0	0.0381	female	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	-0.0715 (0.061)	(rg: -0.0715; 95% CI: -0.1911 ... 0.0481)	1137118.0	-0.0715	0.061	0.11956	-0.1911 ... 0.0481	0.2414	-0.19106	0.048060000000000005	1.0	0.0	0.0715	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	-0.0663 (0.0585)	(rg: -0.0663; 95% CI: -0.181 ... 0.0484)	1137118.0	-0.0663	0.0585	0.11466	-0.181 ... 0.0484	0.2573	-0.18096	0.04836	1.0	0.0	0.0663	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	-0.0446 (0.062)	(rg: -0.0446; 95% CI: -0.1661 ... 0.0769)	1137118.0	-0.0446	0.062	0.12152	-0.1661 ... 0.0769	0.4717	-0.16612	0.07692	1.0	0.0	0.0446	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_age_low_unadjust_oestradiol_bioavailable_imputation_log	-0.042 (0.0621)	(rg: -0.042; 95% CI: -0.1637 ... 0.0797)	1137118.0	-0.042	0.0621	0.121716	-0.1637 ... 0.0797	0.4987	-0.163716	0.07971600000000001	1.0	0.0	0.042	male_age_low	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_age_middle_joint_1_oestradiol_bioavailable_imputation_log	0.0529 (0.0566)	(rg: 0.0529; 95% CI: -0.058 ... 0.1638)	1137118.0	0.0529	0.0566	0.11093599999999999	-0.058 ... 0.1638	0.3497	-0.05803599999999999	0.16383599999999998	1.0	0.0	0.0529	male_age_middle	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_age_middle_unadjust_oestradiol_bioavailable_imputation_log	0.0193 (0.0521)	(rg: 0.0193; 95% CI: -0.0828 ... 0.1214)	1137118.0	0.0193	0.0521	0.102116	-0.0828 ... 0.1214	0.7112	-0.082816	0.121416	1.0	0.0	0.0193	male_age_middle	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_joint_1_oestradiol_bioavailable_imputation_log	-0.0208 (0.0345)	(rg: -0.0208; 95% CI: -0.0884 ... 0.0468)	1137118.0	-0.0208	0.0345	0.06762	-0.0884 ... 0.0468	0.5473	-0.08842	0.04682	1.0	0.0	0.0208	male	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_all	male_unadjust_oestradiol_bioavailable_imputation_log	-0.015 (0.0355)	(rg: -0.015; 95% CI: -0.0846 ... 0.0546)	1137118.0	-0.015	0.0355	0.06957999999999999	-0.0846 ... 0.0546	0.6724	-0.08457999999999999	0.05457999999999999	1.0	0.0	0.015	male	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_joint_1_oestradiol_bioavailable_imputation_log	-0.013 (0.0486)	(rg: -0.013; 95% CI: -0.1083 ... 0.0823)	1115965.0	-0.013	0.0486	0.095256	-0.1083 ... 0.0823	0.7892	-0.10825599999999999	0.082256	1.0	0.0	0.013	female	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_joint_1_oestradiol_bioavailable_imputation_log	0.1064 (0.1393)	(rg: 0.1064; 95% CI: -0.1666 ... 0.3794)	1115966.0	0.1064	0.1393	0.273028	-0.1666 ... 0.3794	0.4448	-0.166628	0.379428	1.0	0.0	0.1064	female_menstruation_regular	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_menstruation_regular_unadjust_oestradiol_bioavailable_imputation_log	0.1239 (0.1385)	(rg: 0.1239; 95% CI: -0.1476 ... 0.3954)	1115966.0	0.1239	0.1385	0.27146000000000003	-0.1476 ... 0.3954	0.3708	-0.14756000000000002	0.39536000000000004	1.0	0.0	0.1239	female_menstruation_regular	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_perimenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.055 (0.1005)	(rg: -0.055; 95% CI: -0.252 ... 0.142)	1115965.0	-0.055	0.1005	0.19698000000000002	-0.252 ... 0.142	0.5843	-0.25198000000000004	0.14198000000000002	1.0	0.0	0.055	female_perimenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_perimenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0791 (0.0984)	(rg: -0.0791; 95% CI: -0.272 ... 0.1138)	1115965.0	-0.0791	0.0984	0.192864	-0.272 ... 0.1138	0.4217	-0.271964	0.113764	1.0	0.0	0.0791	female_perimenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_postmenopause_joint_1_oestradiol_bioavailable_imputation_log	-0.0639 (0.0348)	(rg: -0.0639; 95% CI: -0.1321 ... 0.0043)	1115965.0	-0.0639	0.0348	0.06820799999999999	-0.1321 ... 0.0043	0.0663	-0.132108	0.004307999999999992	1.0	0.0	0.0639	female_postmenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_postmenopause_unadjust_oestradiol_bioavailable_imputation_log	-0.0505 (0.0367)	(rg: -0.0505; 95% CI: -0.1224 ... 0.0214)	1115965.0	-0.0505	0.0367	0.07193200000000001	-0.1224 ... 0.0214	0.1688	-0.12243200000000001	0.021432000000000007	1.0	0.0	0.0505	female_postmenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_premenopause_joint_1_oestradiol_bioavailable_imputation_log	0.1092 (0.1238)	(rg: 0.1092; 95% CI: -0.1334 ... 0.3518)	1115966.0	0.1092	0.1238	0.24264799999999997	-0.1334 ... 0.3518	0.3777	-0.13344799999999996	0.351848	1.0	0.0	0.1092	female_premenopause	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_premenopause_unadjust_oestradiol_bioavailable_imputation_log	0.2227 (0.1474)	(rg: 0.2227; 95% CI: -0.0662 ... 0.5116)	1115966.0	0.2227	0.1474	0.288904	-0.0662 ... 0.5116	0.1307	-0.06620399999999999	0.511604	1.0	0.0	0.2227	female_premenopause	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	female_unadjust_oestradiol_bioavailable_imputation_log	-0.0471 (0.0467)	(rg: -0.0471; 95% CI: -0.1386 ... 0.0444)	1115965.0	-0.0471	0.0467	0.091532	-0.1386 ... 0.0444	0.3133	-0.138632	0.044432	1.0	0.0	0.0471	female	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	male_age_high_joint_1_oestradiol_bioavailable_imputation_log	-0.0703 (0.0648)	(rg: -0.0703; 95% CI: -0.1973 ... 0.0567)	1115965.0	-0.0703	0.0648	0.12700799999999998	-0.1973 ... 0.0567	0.2778	-0.19730799999999998	0.05670799999999998	1.0	0.0	0.0703	male_age_high	joint_1	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	male_age_high_unadjust_oestradiol_bioavailable_imputation_log	-0.0743 (0.0625)	(rg: -0.0743; 95% CI: -0.1968 ... 0.0482)	1115965.0	-0.0743	0.0625	0.1225	-0.1968 ... 0.0482	0.2345	-0.1968	0.04819999999999999	1.0	0.0	0.0743	male_age_high	unadjust	oestradiol_bioavailable_imputation_log
primaries_against_oestradiol_bioavailable_linear	34002096_mullins_2021_bpd1	male_age_low_joint_1_oestradiol_bioavailable_imputation_log	-0.0214 (0.0684)	(rg: -0.0214; 95% CI: -0.1555 ... 0.1127)	1115965.0	-0.0214	0.0684	0.134064	-0.1555 ... 0.1127	0.7539	-0.155464	0.11266399999999999	1.0	0.0	0.0214	male_age_low	joint_1	oestradiol_bioavailable_imputation_log
